row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,A1.mzML Peak area,A2.mzML Peak area,A3.mzML Peak area,A4.mzML Peak area,A5.mzML Peak area,A6.mzML Peak area,A7.mzML Peak area,A8.mzML Peak area,A9.mzML Peak area,A10.mzML Peak area,A11.mzML Peak area,A12.mzML Peak area,A13.mzML Peak area,A14.mzML Peak area,A15.mzML Peak area,A16.mzML Peak area,A17.mzML Peak area,A18.mzML Peak area,pooled_QC_1.mzML Peak area
440,410.8477978,0.7627804,,,,1794,92,[M+K]+,,3,529;470;440,371.88469,369770.96,1225.66925,324289.545,14079.7025,16487.0435,91673.85,0,2668.00915,104476.565,327680.965,77789.285,1183685.75,108918.59,94701.34,112725.1675,405758.195,146134.77,177225.88,356273.2
25421,411.0938572,8.963721,,,,,,,,,,,0,0,0,19469.352,0,3050.7445,48025.49,82203.255,0,8236.59465,63619.473,6938.1445,9649.20525,0,8795.78525,50695.512,100515.67,36558.6895,8518.868
4076,411.1054405,2.0089915,,,,1447,,,,,,,19537.8385,9257.8735,3451.45505,0,0,0,0,0,0,0,0,0,27411.3485,9396.7235,79514.21,0,0,0,20057.876
44109,411.1188542,13.369469,,,,2056,,,,,,,13817.5315,0,0,0,1807.8047,20115.366,2061.07815,0,59797.9035,110753.205,680.7087,110892.715,82357.228,82210.473,68969.2175,45664.016,45731.723,83658.22,55840.9305
43698,411.1188647,13.317886,,,,2056,,,,,,,44622.122,0,0,0,3408.15555,25569.91,1444.795975,0,35170.0095,26014.9885,324.39695,86313.43,78596.3718,334690.675,44996.355,10018.3195,11306.80785,26159.5605,48190.885
37347,411.1423294,11.874606,,,,2246,2178,[M+Na]+,,2,37479;37347,388.15314,0,0,0,5512.407,47274.834,75223.491,0,0,30382.57,0,0,4628.6182,0,0,0,0,0,0,6641.75615
37678,411.1424573,11.945706,,,,2246,,,,,,,0,0,0,7671.04105,21592.1451,72973.299,0,0,65291.2365,3804.9997,0,8914.43835,0,0,0,0,0,0,26134.494
11250,411.1633415,4.338572,,,,569,928,[M+Na]+,,2,11250;11322,388.17392,18193.541,20160.482,16821.927,0,0,712.15205,0,0,0,23657.243,349.97035,11160.7125,157621.595,29765.374,53733.9325,64816.0665,5934.72835,10928.918,15323.3192
14494,411.1777527,5.4966135,,,,,,,,,,,168148.66,137953.505,113293.195,42260.4,107159.71,150138.96,0,0,197455.215,0,0,0,0,0,1728.7079,0,0,0,67490.378
5850,411.1990888,2.650754,,,,,,,,,,,335153.42,645810.81,87146.477,0,0,0,0,0,905.5925,0,92.969635,563.97545,90233.55,46318.801,81279.76,0,0,0,60119.576
7421,411.1991796,3.2653925,,,,,,,,,,,104999.175,209936.3,17158.7695,0,0,0,0,0,2174.83325,1563.15875,775.657015,5168.61375,26041.703,16657.2345,51659.6895,0,0,0,29540.168
7857,411.1991868,3.4219918,,,,1896,,,,,,,105785.22,96889.718,13209.5145,0,0,0,0,0,42530.7315,4584.19765,1033.32042,3255.7534,32706.0185,19773.0775,40597.008,0,0,0,22732.842
3222,411.2339216,1.7774513,,,,343,,,,,,,12566.3635,23829.8895,13356.0625,13076.9665,57415.1425,99374.7725,0,0,5041.11215,0,0,0,0,0,0,0,0,0,6046.138
11686,411.2591921,4.48031,,,,679,939,[M+H]+,,2,11670;11669,410.25204,4294.58155,3162.38545,5743.85225,28009.425,133641.735,98660.083,0,0,0,4687.25375,197.995165,3789.9675,0,0,0,0,0,0,14780.5605
2808,411.2702872,1.6613882,,,,1026,,,,,,,116711.675,302099.705,366531.34,8450.22,51883.252,36909.571,0,0,10703.936,0,0,0,0,0,0,0,0,0,20190.3525
24575,411.2892012,8.745914,,,,783,,,,,,,51371.3885,87704,96761.59,0,3878.13125,1326.0227,0,0,50389.3885,2048.8838,0,5236.21325,169507.905,197805.55,156147.845,0,0,0,76881.234
25228,411.2892081,8.91374,,,,,,,,,,,61200.1375,104327.6425,95952.3,2074.808,5641.70085,0,266.2297,0,53253.8105,8195.74285,0,2929.4783,272460.075,431802.545,145409.815,1920.04364,0,0,163321.702
12509,411.2954403,4.7359858,,,,95,966,[M+H]+,,4,12509;12533;12575;12506,410.2882,247084.545,181238.575,175442.305,119444.015,410797.78,291812.41,6684.33015,0,96182.895,16745.115,1484.0858,15874.5215,0,0,0,306.6882,143.803985,983.46395,70107.3935
31270,411.3082864,10.479501,,,,,,,,,,,144680.03,48613.166,49106.6485,5926.2949,21846.492,16157.37,2444.44605,2962.6507,14899.4815,144773.75,3220.8048,16603.916,10025.4775,5720.68885,5307.6511,26143.65075,16140.8275,39694.2535,27753.136
39246,411.3657949,12.330472,,,,1097,,,,,,,514931.13,648927.03,675774.4,0,0,0,0,0,0,0,0,6016.809,0,0,0,405.54545,0,0,31658.4445
6722,412.2096583,2.9922574,,,,,,,,,,,1386214.35,1047836.57,1295057.5,1949.9127,56986.405,33917.244,368.228485,0,104402.305,275670.655,423.130465,7992.2959,20516.683,20939.931,41819.3335,34764.8517,16035.0095,5400.43775,107207.76
6220,412.2097987,2.8243234,,,,1796,,,,,,,339732.935,169184.435,225880.17,0,0,0,0,0,20315.4815,79093.525,88.645585,3126.89385,9432.432,12336.8115,21074.3275,11225.66,5072.3128,2233.60495,23388.434
6808,412.2175664,3.0379257,,,,255,701,[M+NH4]+,,2,6808;6783,394.18373,36251.559,42877.26,55748.277,9788.583,30500.9575,22784.3415,4360.48,755.93965,76377.615,116786.075,1845.89675,99640.925,136600.5725,93301.898,100827.128,162406.388,77649.9395,243437.235,67651.498
16958,412.2329571,6.566326,,,,,,,,,,,27248.1465,32249.9785,21824.661,7015.4568,25067.137,36508.177,2537.4729,701.43385,77437.93,61153.7835,1162.4073,49952.426,22451.542,28991.3115,31461.7865,45552.522,52474.4035,165644.42,45872.75
2417,412.2542201,1.538635,,,,162,,,,,,,9000.1715,3983.9707,12185.8505,15981.2065,77662.205,206332.76,0,0,6488.2947,0,0,0,0,0,0,0,0,0,18847.989
13682,412.2542799,5.1545753,,,,1682,1013,[M+NH4]+,,3,13682;13692;13697,394.22088,0,0,0,93077.385,406759.185,300947.72,0,0,0,0,0,0,0,0,0,0,0,0,43389.828
12677,412.2543913,4.79385,,,,95,973,[M+NH4]+,,4,12708;12681;12677;12711,394.2208,0,0,0,276494.78,1150354.7,845445.2,503.71463,0,5887.80065,0,0,0,0,0,0,0,0,0,135878.09
15127,412.2906828,5.806203,,,,821,1092,[M+NH4]+,,2,15126;15127,394.25657,175210.195,34810.9575,68824.5575,760.746,0,5797.9177,23298.8915,711.39678,68113.356,24079.7585,2506.85675,25937.675,2677.0345,20435.3135,7036.8085,0,0,0,17489.9535
11294,412.290912,4.376595,,,,134,,,,,,,39079.0445,20669.4245,22686.5105,54110.1895,179392.86,170793.42,0,0,1778.4823,4311.8682,531.12149,3892.9076,0,0,0,0,0,0,37623.9565
18589,412.3211854,7.0992775,,,,515,,,,,,,0,0,0,0,0,0,0,0,7559.03515,0,141.625275,0,7084.7465,0,0,60354.53125,393.73151,0,0
12159,412.3270416,4.626577,,,,134,,,,,,,246021.43,230588.915,194829.07,74178.3375,253338.04,203383.32,5333.6443,221.00557,90336.165,47017.8265,3844.3049,40006.7425,29554.9535,35301.6455,13139.477,2893.8091,2042.96175,4597.5607,75364.293
1597,412.9922048,1.1763566,,,,1689,395,[M-H2O+H]+,,1,1600,429.99543,24230.3985,0,161103.125,398.70093,6571.44885,4809.6182,0,0,48686.675,62824.914,18773.189,2537.492,74502.825,31629.475,21953.639,75378.098,369386.235,19316.319,115762.11
5773,413.0715608,2.6616619,,,,,,,,,,,153019.415,89766.52,132712.932,24660.4645,67392.398,144859.915,1628.999,202.127335,174075.66,37522.0255,510.597735,35387.077,36753.834,33326.9625,36637.0465,26792.4295,18977.13425,53873.1975,59912.4395
2849,413.0846412,1.6812272,,,,,,,,,,,2679.04195,0,0,0,0,0,0,0,748.70845,0,0,0,105751.435,38162.496,107027.455,0,0,0,20923.1985
3295,413.084685,1.8066199,,,,1943,499,[M+K]+,,2,3309;3295,374.12164,4586.4032,2752.0518,0,0,0,0,0,0,7104.7754,1514.48535,0,508.67435,403656.54,549814.9,1269664.05,0,0,0,228620.15
11579,413.1210158,4.4359503,,,,,,,,,,,19120.504,14885.5165,169111.325,0,0,0,0,0,0,14103.3915,973.91895,16169.5635,0,0,3400.53075,0,0,0,12450.628
7287,413.1438711,3.2265108,,,,148,,,,,,,0,0,1814.34745,0,0,0,0,0,0,2102.81485,0,1264.12313,10535.471,58720.515,76651.445,0,0,0,16175.3255
14921,413.1783162,5.705956,,,,96,1080,[M+Na]+,,2,14925;14921,390.18903,0,0,0,1502.08295,0,0,0,0,0,6562.512,124.65758,4453.4902,36532.7565,1957852.55,897138.52,0,0,400.28455,264426.585
13198,413.1784529,4.971522,,,,477,,,,,,,96607.617,301239.88,1728142.35,6783.357,9924.4457,12024.178,2875.9692,97.861895,115379.6025,26480.591,1275.13335,12646.6895,11208.789,10506.0575,5411.6015,2186.41286,554.97175,2881.391,205258.31
12732,413.1785651,4.812619,,,,,,,,,,,56645.481,193391.585,616512.02,1448.0515,0,0,591.633825,0,36985.0165,43791.631,1090.5947,25389.372,25963.749,31006.1445,29326.8015,4386.8045,265.52405,1623.29625,73471.187
6599,413.1818516,2.9683063,,,,,,,,,,,0,0,0,0,0,0,0,0,0,465394.565,0,15811.7885,25417.124,24399.8295,100494.8525,320.87745,0,0,39683.514
38893,413.1944162,12.275531,,,,,,,,,,,0,7069.677,5289.698,58294.9576,0,0,1166.69285,0,0,0,3936.39325,601.7591,405.16595,1038.325,13237.07805,0,275.80085,0,2316.78025
39497,413.1945296,12.384959,,,,,,,,,,,0,28797.492,19714.4725,93015.925,0,3458.3633,7765.1528,2326.56,0,722.8114,44418.46835,3249.6375,405.16595,10318.98,112318.19,0,1025.6404,0,1369.6891
40179,413.1945297,12.535569,,,,314,,,,,,,0,38088.55265,6232.791,10300.1628,0,5029.1759,7595.166,3112.71485,0,4101.3136,262909.505,11212.43375,99698.69,156183.18,135497.845,0,7430.6025,303.373,158719.518
13954,413.2148824,5.253169,,,,2047,,,,,,,51720.83,95943.58,101011.575,4140.28735,1834.2086,0,124.573255,0,1898.58145,39151.7245,499.80237,6799.381,1762.27515,2285.704,0,212.22983,0,0,24147.409
13779,413.2153025,5.1986833,,,,2047,,,,,,,47744.8325,72085.281,79547.44,1586.1902,1834.2086,0,124.573255,0,862.26625,47626.951,881.23803,4481.5024,1762.27515,4668.4162,1915.5435,240.27597,0,0,17532.3815
15258,413.216135,5.9022636,,,,1041,1101,[M-H2O+H]+,,1,15235,430.22025,30741.338,39149.582,31365.4275,4723.29565,0,6827.985,0,0,0,3962.28625,0,0,0,0,0,0,0,0,0
14980,413.2168512,5.6609674,,,,312,,,,,,,66624.5895,121140.46,133793.92,0,1646.7761,12116.0615,0,0,4228.3994,81391.085,777.13175,16572.462,6564.88015,9377.6655,6617.65505,0,0,0,20289.029
14595,413.2168816,5.568584,,,,2046,,,,,,,44148.5375,79883.685,70308.985,0,0,0,0,0,0,74938.755,1065.72515,12973.816,15835.2085,16669.654,5421.7628,0,0,0,16601.2365
24259,413.2309893,8.680539,,,,,,,,,,,19459.1015,9613.0898,10620.809,0,0,0,813.08495,0,22255.713,87200.442,8645.0885,37638.832,47130.2165,40609.8255,26135.3485,384.5466,268.68365,872.65875,18491.071
333,413.2659039,0.7379419,,,,1794,24,[2M-2H2O+H]+,,2,410;333,224.14042,672592.32,253339.61,275219.065,229923.6,239440.605,30967.0155,169037.275,105360.04,35158.096,111219.71,126909.1375,338611.435,38400.0105,18871.484,36521.678,140597.9,60909.2975,60440.944,36607.693
34228,413.2663883,11.077304,,,,,,,,,,,129871.425,62632.7975,42010.84,149952.555,338836.485,8483.314,29191.7575,18570.058,22797.1055,165871.155,23338.9155,53705.285,27845.499,19770.3925,16281.246,151144.69,96030.4925,92784.165,98696.466
46289,413.2664253,13.897962,,,,,,,,,,,45523.5025,46687.5335,36303.17,38154.3945,39332.665,38895.279,34856.489,41246.0685,41761.3115,68371.625,63825.016,72016.855,69683.675,64041.4915,64502.252,79419.337,75584.891,76747.0975,37172.6545
31314,413.2666921,10.460735,,,,,,,,,,,13618.8355,8005.26225,14977.93,15356.125,6896.1567,11281.6775,12063.754,115835.504,6197.26065,17942.14,59045.346,27287.555,11696.212,5761.5927,19922.4485,34039.711,63376.555,35337.7735,16993.11
30393,413.266836,10.338281,,,,,,,,,,,9164.94015,14183.9017,11389.099,10161.7215,5471.5556,22327.8945,15429.3885,41404.053,0,36579.662,180659.497,38948.9275,20421.7745,21287.414,38358.2345,44171.285,60897.225,66731.6535,17956.456
8387,413.2746292,3.5706139,,,,1806,796,[M+H]+,,2,8404;8378,412.26744,126861.5,109191.7855,108742.63,13840.9775,45741.0745,59040.027,691.669335,0,54208.454,23375.125,1435.2415,26473.9385,5789.427,6384.0353,2411.74265,2910.41495,701.131515,5201.23805,27773.174
2045,413.2856979,1.3624126,,,,2028,,,,,,,0,1089.15565,1152.47745,4626.3972,61260.877,256353.165,0,0,51008.662,0,0,0,0,0,0,0,0,0,2638.9662
28404,413.2875138,9.754272,,,,1797,,,,,,,147558.05,125049.13,104587.015,67962.91,247365.65,144004.46,3531.4318,1254.10445,228401.69,35223.35,2873.59695,30588.915,24079.9765,27964.86,32944.266,13413.5216,6581.4055,14861.438,69046.455
27940,413.2875192,9.6583805,,,,39,,,,,,,29478.435,46988.337,40370.7585,93007.433,260700.83,185272.875,3825.925,3225.7962,122559.332,19694.813,4831.88865,19522.9385,0,5457.56065,13387.6345,6374.8799,5437.07075,8631.734,47091.7275
33723,413.2877488,11.01371,,,,1249,2064,[M-H2O-H+2Na]+,,2,33637;33723,386.32691,37921.6725,66223.8,59416.237,0,0,0,0,0,0,0,0,483.907225,0,0,448.33795,0,0,0,1851.0481
26648,413.2877594,9.259042,,,,783,1764,[M+Na]+,,2,26648;26638,390.29838,8322.6165,5639.90385,25876.257,161577.395,456946.365,304982.75,0,0,125165.18,2410.0525,0,1320.97865,0,0,0,0,0,773.11627,58363.3595
27401,413.2885812,9.510086,,,,1797,1800,[M+Na]+,,2,27401;27083,390.29886,23291.833,23977.166,30950.755,48664.5415,132169.075,106310.527,675.9405,786.55672,53552.592,6002.27245,1584.33885,6603.93355,0,0,0,2695.83,1941.16715,3510.60745,22190.296
29833,413.3236753,10.20618,,,,1797,,,,,,,1846765.5,1992047.65,2352621.5,227966.13,579180.65,261910.045,64862.465,35921.074,1929890.3,457698.61,51277.6175,315836.625,288211.925,336513.61,211685.36,120094.922,52506.537,93309.055,410927.66
29501,413.3236958,10.10276,,,,1797,,,,,,,366701.59,434728.685,410155.915,94443.24,254541.14,232186.14,71049.237,66247.512,349709.935,297992.63,81940.22,358251.545,269830.72,214002.655,221541.405,108362.3,84968.87,133265.26,299457.535
24613,413.3239006,8.7514925,,,,200,1636,[M+Na]+,,2,24613;24245,390.33464,0,0,0,67568.4,6871.8931,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41842,413.3814505,12.869092,,,,,,,,,,,52015.49,191289.475,51977.7785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2337.5178
8589,413.7539788,3.613889,,,,453,,,,,,,65631.695,68835.21,91050.1445,899902.475,2080639.4,1171684.3,2846.20605,1267.87415,163903.93,11204.24225,589.6903,10012.8025,3803.8379,8768.487,4873.82545,113.405105,0,2600.418,305364.02
1595,414.0324788,1.1757517,,,,1689,398,[M+Na]+,,2,1623;1595,391.04326,218563.89,4044.68845,473205.15,24947.7325,70284.71,0,0,2327.05455,0,3306.2962,84225.66,2378.5713,0,0,0,51679.28,109589.165,0,3692.40295
924,414.039921,0.8767975,,,,1665,,,,,,,0,0,7798.74685,32041.7635,50963.8065,0,9312.5945,13079.036,0,0,12773.6885,0,0,0,0,0,0,0,0
4309,414.1970662,2.0939336,,,,2011,,,,,,,0,0,0,0,0,0,0,0,77340.6525,36784.4955,0,43590.363,32219.719,53028.766,43527.445,101628.973,74823.548,214004.68,23614.4785
27815,414.2193549,9.609551,,,,243,1831,[M+K]+,,3,27777;27815;27821,375.2562,0,0,0,0,0,0,0,0,0,4274.8524,0,6286.1293,0,0,0,33231.1405,35574.5925,94506.1375,0
28421,414.2194789,9.754556,,,,2004,1860,[M+K]+,,2,28406;28421,375.25635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7820.89785,9803.993,24477.96,0
7500,414.2696782,3.2917023,,,,,,,,,,,156060.305,14967.1805,15554.3615,5613.815,20568.203,13715.853,5281.5912,4751.82045,6532.66175,4297.82045,4326.71515,4624.42535,1349.9287,3917.29025,3313.1978,5071.41405,4255.17955,5035.5385,15630.51
2952,414.2696877,1.7140862,,,,343,,,,,,,2383118,2482674.5,3264232.1,861777.73,4014582.25,2636296,7227.42285,6553.0552,2730376.5,10544.2175,1842.69425,12658.32125,9651.07,18000.6235,6054.6057,6129.4424,626.77895,831.15185,771727.52
6946,414.2697035,3.0872326,,,,,,,,,,,29773.899,22224.009,24040.401,565250.345,1308632.45,867961.225,6760.9702,3868.51405,214376.57,13926.321,3981.03825,13379.4825,8182.6205,3926.3281,5207.4548,3441.41125,1667.23365,2084.9796,216380.22
6480,414.2697725,2.9093812,,,,1335,,,,,,,20493.155,24140.021,35451.3195,405852.71,789240.18,594494.075,6897.15785,5194.85965,368793.74,8173.35225,3279.6241,5709.86205,3084.1571,2515.7307,2280.70935,5017.9244,2473.51955,4008.33825,144157.125
3899,414.2698524,1.9636991,,,,343,,,,,,,167655.305,433491.75,513701.365,1078916.65,5228763.75,3789101,6171.006,5288.07475,651975.75,4084.05835,2794.82835,1831.2879,2055.2555,2590.6103,1564.22285,1610.0786,1170.4932,2661.6228,659576
10905,414.3063667,4.272769,,,,735,917,[M+NH4]+,,3,10905;10925;10913,396.27255,214554.885,174749.275,168163.78,37010.1935,133046.985,134783.87,2437.7561,0,73037.505,26878.57,2829.2722,25536.907,0,0,0,1134.16678,250.82199,2049.3811,46103.014
26074,414.3213616,9.137742,,,,2172,1736,[M+NH4]+,,4,26082;26077;26074;26081,396.28764,209388.275,233091.98,285041.38,108218.495,177818.42,142527.645,53641.272,23706.367,464057.545,783176.19,84029.11,730602.05,334765.24,493817.58,392107.86,50641.657,31597.093,44563.385,352856.47
17443,414.3214097,6.726356,,,,1618,,,,,,,24632.3065,132413.4525,50172.998,107936.335,299588.63,295621.205,0,0,177840.09,691.25145,103.300615,941.2129,0,0,0,2245.54828,0,0,63524.549
9012,414.7618022,3.768176,,,,,,,,,,,589874.655,475777.63,766567.48,1174642.8,1974498.6,1845960.05,99325.765,8910.3885,1338589.85,380358.515,25142.0655,323488.23,193239.075,232543.39,155784.43,27596.7645,12864.529,46717.061,683307.17
1629,415.0286976,1.1885552,,,,1689,400,[M+Na]+,,3,1681;1629;1628,392.03964,1007268.85,29162.0095,2006765.2,114674.2875,293982,22381.0028,1908.5488,11914.426,69272.785,136686.3,304329.175,173295.435,87322.2175,38373.1605,23772.623,258178.67,569371.3,39569.4115,211617.9
3074,415.0290416,1.7427516,,,,1757,494,[M+Na]+,,3,3099;3130;3074,392.04002,173487.54,0,115867.718,346.1208,1774.62495,18641.0732,0,0,106107.705,133181.395,24265.353,213581.18,106676.263,79017.865,105559.7525,100116.8475,392278.91,155022.385,179473.65
5004,415.0851232,2.3124197,,,,123,584,[M+Na]+,,2,5017;5004,392.09582,0,0,0,0,0,0,0,0,719.4397,512.89915,0,2897.4031,2011.787,564.97625,846.71165,7986.93505,8547.29675,18884.4195,740.67445
1930,415.1000774,1.3529965,,,,,,,,,,,59547.78,45959.255,5523.55445,0,0,0,0,0,0,0,0,0,33215.712,50723.805,120409.5475,0,0,0,20647.847
13751,415.1365179,5.1793447,,,,,,,,,,,0,0,0,0,0,0,0,0,0,585.64635,0,0,5142.939,338958.12,172678.68,0,0,0,53804.455
10582,415.1452673,4.163799,,,,,,,,,,,61820.6605,102222.152,103565.053,868627.55,2107943.4,1537628.55,155.58844,2285.95715,854382.69,0,0,0,0,3701.9878,0,708.144065,104.18231,0,553940.5
11960,415.1963302,4.5751333,,,,1686,950,[M-H2O+H]+,,1,11984,432.19977,33983.88,61323.3385,33945.067,0,0,0,0,0,0,7785.94425,0,2539.78435,4921.2482,5059.33565,3269.18565,0,0,0,3893.3216
12200,415.1963601,4.614224,,,,1686,950,[M-H2O+H]+,,1,11984,432.19977,33814.2195,83949.916,28419.2375,0,0,0,0,0,0,5543.72045,0,1983.27475,4921.2482,6096.8865,1673.35105,0,0,0,3950.14615
25966,415.2105148,9.1082325,,,,,,,,,,,41282.524,457122.5,73854.0895,12375.74,77257.507,6813.1358,39734.066,55823.2325,25875.636,93603.4975,79604.295,51101.2735,40948.267,90520.503,50516.809,22566.6875,11864.7805,15341.3565,55056.315
19694,415.211194,7.5330644,,,,68,1350,[M+H]+,,5,19686;19717;19694;19711;19697,414.20401,438992.345,2216088,1381817.8,3849688.3,1727522.75,3760191.5,6194497.75,43350000,14350000,19450000,4.42E+07,17900000,1.82E+07,17200000,22850000,14210234.5,10333349.5,8.63E+06,1.60E+07
14562,415.2112494,5.5396132,,,,,,,,,,,170195.615,164619.385,201838.235,687.4362,1330.23425,3142.2299,0,0,2840.723,15643.839,427.625765,17949.1785,39940.176,31310.2425,28893.8025,0,0,0,29734.7185
18879,415.2113758,7.2370706,,,,1607,1298,[M+H]+,,1,18810,414.20422,247453.92,228950.785,298217.81,6086.1565,0,8752.5105,23161.7335,753910.05,119647.168,94347.053,504989.925,93260.295,141910.6975,150336.755,181694.435,91658.124,63407.57,61760.588,147735.5
20792,415.2114109,7.846863,,,,2215,,,,,,,66658.2855,66431.1475,105288.362,11177.0042,0,4596.60185,32330.122,464134.135,89387.24,98191.745,351949.7,114551.225,116246.755,201897.65,140145.24,76341.834,90579.307,70260.135,132090.1
19991,415.211421,7.671411,,,,,,,,,,,101742.32,80118.323,78306.458,38224.88,9833.756,46023.383,94736.035,621171.98,6245172.225,7916947.835,444769.61,163816.235,1.35E+05,230628.44,9278943.71,125334.416,217374.16,1.76E+05,134865.43
5236,415.2174542,2.4559278,,,,38,603,[M+H]+,,2,5230;5249,414.21032,3214.224,1842.9077,3839.7891,45869.774,172785.78,137603.265,0,0,638.88165,954.6498,0,922.126,0,654.613,0,0,0,0,27183.0315
28128,415.2306101,9.69846,,,,1303,1851,[M+Na]+,,2,28127;28128,392.24176,89308.675,15863.438,0,0,0,0,0,0,0,0,0,1202.07935,0,0,0,0,0,0,0
16291,415.2316614,6.344479,,,,938,,,,,,,34538.619,37990.225,29262.743,131535.4875,198522.53,219972.585,0,0,0,13733.182,140.033815,3853.7011,0,0,0,0,0,0,51887.078
15324,415.2325503,5.9221654,,,,,,,,,,,797527.05,1424255.6,1159147.45,15832.761,89385.235,300353.095,7021.43995,4907.0907,61272.297,991170.65,29193.234,172436.2,80226.31,107508.03,33501.023,9136.772,6628.1717,8046.8085,239437.65
15590,415.2325775,6.038357,,,,784,1116,[M-H2O+H]+,,2,15588;15592,432.23592,1581056.6,3202833.4,2661189.9,26550.696,165032.055,513041.485,8397.089,4049.36755,72157.525,1084478.3,22357.3985,190241.13,51794.575,72694.47,15363.6285,9327.34365,5380.62035,8449.5535,438309.24
17862,415.2460738,6.856117,,,,,,,,,,,28754.9365,13072.2595,20364.8035,1835.883,3182.60915,5825.3695,1558.3113,0,27913.991,175806.84,20815.123,89851.005,41022.973,56593.2135,44925.859,0,293.696535,0,29821.7545
5954,415.2536182,2.7255876,,,,1575,647,[M+H]+,,2,5976;5951,414.24636,6010497.75,4503998.35,3612782,1314729.2,3719548,2959482.7,117371.402,25462.32,2162496.2,3483432.85,302218.8,2910094.4,5172130.75,1717584.3,3267397,346038.68,196944.82,563892.58,2690430.35
6407,415.2536652,2.8848667,,,,1335,,,,,,,78392.325,49206.0685,62589.205,8526.4327,40000.629,34751.923,2738.1771,952.991,26024.7435,38761.249,5754.354,36914.762,53478.2165,17285.301,37586.945,3355.1592,1598.28345,4726.1488,32399.955
7448,415.2536668,3.2830396,,,,1408,,,,,,,79452.2975,24870.3055,45927.1835,37051.888,48832.238,31851.4825,1552.97595,571.812465,22915.1045,21762.698,3425.49585,21398.388,23672.96,8516.26475,13712.6545,1678.115735,1096.17312,2709.64675,16698.5715
6730,415.2537045,3.006916,,,,1335,695,[M+H]+,,1,6737,414.24655,61474.1,27541.219,41565.805,93790.8625,96379.77,74804.61,5476.5042,2344.64405,25156.768,29502.4335,3046.1787,33480.8495,20020.2445,26666.2655,15891.292,824.828245,633.710075,934.89075,31475.219
7819,415.2537373,3.4000955,,,,453,,,,,,,55620.174,43050.277,46412.395,40533.033,131833.768,71993.4675,2398.5267,487.53635,30827.189,31561.465,4780.3025,29587.998,20878.039,13235.5525,13030.732,2212.30302,1758.63365,3778.32905,32266.227
24608,415.2674176,8.768019,,,,,,,,,,,187094.55,37034.3885,0,0,4697.48265,4907.47655,0,1024.882575,2879.649,3395.01075,0,12766.7175,0,0,0,0,0,448.516785,7361.64355
28208,415.2825692,9.70161,,,,1797,1850,[M+K]+,,4,28172;28208;28141;28167,376.31904,42628.127,51594.4375,54403.253,8644.091,3936.66575,6691.0502,9166.2875,5359.7485,26339.7115,43577.074,10186.022,41135.73,50000.617,55848.3935,59306.385,14323.897,12380.5135,18654.9625,35236.2525
25188,415.3030451,8.898026,,,,783,1683,[M+Na]+,,3,25202;25201;25188,392.31382,465292.52,386462.7,308503.58,105035.211,87479.575,92697.9225,27788.8875,5223.8818,663163.375,82337.6025,7948.552,195626.29,137324.12,111965.94,63765.049,20467.87125,13826.667,17318.86,172141.35
25511,415.320404,8.983022,,,,783,,,,,,,172410.375,196173.765,283738.635,16374.58,47974.897,27451.4965,3380.4974,511.33559,273905.555,23614.568,243.356415,5980.7338,65184.0985,122618.905,41480.54,2623.648525,0,0,78116.095
27407,415.3204104,9.46948,,,,1797,,,,,,,101251.62,248561.737,218273.39,27825.5995,124207.7975,68450.215,2689.53235,271.55658,247055.19,25448.4795,336.047975,17603.2915,39871.9475,52445.559,57215.46,1396.65685,0,0,131180.87
1270,415.9644967,1.0079792,,,,1689,369,[M+Na]+,,2,1302;1270,392.97533,42450.09,25523.329,76099.772,60144.455,67336.785,0,24536.8805,44271.5315,0,0,108825.15,0,0,0,0,14204.792,10668.841,0,0
19761,416.2142537,7.5339417,,,,68,,,,,,,186189.12,615044.77,337975.58,1134567.05,471844.14,997866.95,1751138.6,11400000,3916758,5566037.5,12050000,5239307.75,5073595.5,4614818.25,6096423,4012116.45,3069408.9,2631421.35,4245950
20233,416.2147836,7.6971,,,,176,1384,[M+H]+,,1,20224,415.20754,9536.6755,11132.4113,5910.446,5763.7275,0,6487.28165,24503.084,156577.64,18336.337,33249.586,137889.53,26584.035,31839.3585,38804.199,60571.1675,37689.7,42608.6385,46660.07,35149.8275
20832,416.2148426,7.8471255,,,,2215,1409,[M+H]+,,1,20782,415.20755,0,0,17244.9695,0,0,0,6902.30395,78959.0155,3659.2085,10984.195,81556.755,9794.405,7400.2172,7739.5649,13321.736,14637.86815,18002.5825,13830.2065,7897.8862
5399,416.2279588,2.4956312,,,,,,,,,,,41595.9375,26674.6105,17560.6995,42987.504,2008.63845,11681.771,63131.5745,54755.6525,34186.8045,39259.871,103051.1875,45711.6685,40307.207,47609.697,67156.5,47400.635,30574.513,15527.9055,41081.9085
2458,416.2389788,1.5477748,,,,162,,,,,,,0,842.9514,0,5456.0637,45620.84,139915.555,0,0,1982.21685,7698.52235,0,21441.606,24737.967,39995.33,2216.7225,4299.87765,0,2626.85655,33509.337
