row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,A11.mzML Peak area,A16_2.mzML Peak area,A8_2.mzML Peak area,A11_2.mzML Peak area,A8.mzML Peak area,A7.mzML Peak area,A17.mzML Peak area,A17_2.mzML Peak area,A7_2.mzML Peak area,A14.mzML Peak area,A18.mzML Peak area,A14_2.mzML Peak area,A10.mzML Peak area,A18_2.mzML Peak area,A15.mzML Peak area,A15_2.mzML Peak area,A12.mzML Peak area,A12_2.mzML Peak area,A16.mzML Peak area,A10_2.mzML Peak area,A13_2.mzML Peak area,A13.mzML Peak area,pooled_QC_1.mzML Peak area,pooled_QC_2.mzML Peak area,A4.mzML Peak area,A2.mzML Peak area,A2_2.mzML Peak area,A4_2.mzML Peak area,A3.mzML Peak area,A1_2.mzML Peak area,A3_2.mzML Peak area,A1.mzML Peak area,A6.mzML Peak area,A6_2.mzML Peak area,A5_2.mzML Peak area,A9_2.mzML Peak area,A5.mzML Peak area,A9.mzML Peak area
5343,379.1938583,2.4655116,,,,38,604,[M+Na]+,,2,5343;5342,356.20467,1283.6473,0,201.85616,469.72662,335.4847,277.99878,0,0,255.77927,15443.211,0,17223.613,21087.824,909.65375,18130.816,17967.2,22208.932,22596.865,509.8689,27012.285,21042.08,17977.74,186581.72,194003.22,462833.8,154043.42,161265.9,415030.94,150448.64,176204.78,137078.95,191398.42,732949.56,757341.3,1055242,47351.266,1139106.5,62611.766
4470,379.1938786,2.1617224,,,,210,563,[M+Na]+,,3,4473;4452;4470,356.2047,30584.17,0,151.21979,29295.482,262.89496,1309.7683,0,1339.0106,1448.81,25361.793,0,21616.518,631466.3,0,13536.143,13098.828,508957.84,554121.7,655.9923,638836.9,20582.17,19060.639,305367.44,310418.38,261515.52,1736495.1,1711607.2,252688.94,1808182.4,1633445.2,1836170.2,1855717.8,509708,443529.88,623429.3,24464.076,663016.8,14476.67
4870,379.1940876,2.240708,,,,197,577,[M+Na]+,,2,4880;4870,356.20487,11346.302,0,0,10276.707,0,0,0,608.65607,0,3658.762,0,9642.71,193224.02,0,2098.5378,1234.2964,166640.97,270500.3,0,298950.44,2705.627,4420.668,55329.492,92004.586,36940.66,680223.2,680434.94,42252.703,807852.56,599481.2,595941.6,707036.1,110179.22,88714.1,127907.875,6719.264,232680.78,7690.375
25016,379.211466,8.832962,,,,244,1668,[M+H]+,,1,25023,378.20408,0,0,0,0,0,0,0,0,0,26664.395,0,21041.104,132834.69,0,0,0,0,0,0,183875.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28333,379.2244099,9.727792,,,,,,,,,,,0,7355.817,2138.7197,0,2162.3748,4416.3726,1529.5665,1121.367,4706.3247,0,886.50574,0,6547.8496,1456.3765,4949.198,4268.7285,3717.3105,5734.7627,43324.65,4058.6985,0,4381.789,37490.227,44076.68,0,99840.74,104273.62,0,144261.1,137763.78,129444.19,136669.11,0,0,0,173395.52,5005.006,169626.42
13060,379.2327978,4.919512,,,,130,990,[M+H]+,,2,13082;13067,378.22564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2233.8406,1989.9846,12246.977,0,0,14939.9375,0,0,0,0,41177.535,39841.465,52587.023,0,53442.227,0
2997,379.2438773,1.7265584,,,,343,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1635.9081,0,0,0,35693.887,46865.812,9821.771,143905.61,154567.03,8931.178,412473.25,382301.38,447545.75,425944.7,18475.54,19818.852,20924.633,228687,21643.213,245799.55
2331,379.2438962,1.4813588,,,,1367,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3783.9192,4920.4346,1978.9685,31958.57,50531.766,1898.944,54638.19,74937.38,58071.027,72400.46,0,0,6981.1685,24784.938,5551.1006,21860.678
2024,379.243968,1.3780663,,,,1757,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4023.7776,8131.252,3184.0874,19096.734,23568.742,3213.6008,46305.5,65577.66,48147.17,69152.65,4760.335,0,10674.118,20182.055,8563.223,21814.803
20766,379.2464776,7.842858,,,,,,,,,,,530.02814,25432.984,0,588.4884,0,499.98276,0,0,1237.2319,6792.264,935.17944,5347.3574,6926.3916,1069.9133,0,4782.9443,6274.246,7859.9316,83556.62,20321.084,0,5393.9507,5777.2437,10917.89,0,19700.992,6693.3086,0,18752.812,26493.996,49645.426,0,75701.72,82217.54,0,0,0,0
22623,379.2467347,8.256277,,,,,,,,,,,1658.4736,17960.002,0,2272.9792,0,2995.2695,1751.1075,5713.991,3085.9543,0,28539.906,6777.08,17642.088,42066.38,8359.595,5149.499,28830.78,10113.75,36478.832,14787.085,5779.5205,6198.335,6310.091,3297.6455,7983.5454,20907.943,17657.531,7760.742,5897.967,15215.321,9722.053,10375.029,24326.332,33923.883,5155.252,4001.0342,8072.832,3921.2935
20182,379.2468232,7.6886578,,,,,,,,,,,356.68326,16760.414,0,803.79724,0,1105.4756,386.15784,1215.1279,561.54333,5368.199,1413.0989,0,22260.98,620.4391,0,0,23565.725,10546.237,95367.69,26302.426,5582.7656,5075.411,4078.58,4392.138,0,15321.475,20009.43,0,34740.5,15250.568,32375.55,14447.401,0,0,0,0,0,0
15918,379.268984,6.1795497,,,,1618,1142,[M+H]+,,1,15944,378.2621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3821.3281,0,26926.281,0,0,30446.695,0,0,0,0,68591.36,74918.39,86167.14,0,82897.74,0
21488,379.2690747,8.018523,,,,1187,1466,[M+H]+,,2,21520;21493,378.26183,0,436.33975,1536.2317,0,658.9913,0,2123.4563,1922.6755,0,0,3637.942,6026.032,10588.256,2628.188,13910.266,11882.552,19247.707,17142.662,4677.054,7982.7188,5136.3027,7367.7266,12525.137,9684.844,0,29050.318,23565.736,3060.4312,0,135265.92,0,145976.64,12207.585,8284.226,0,0,0,0
33528,379.303299,10.958739,,,,1249,,,,,,,0,1346.6029,0,0,0,0,723.12445,915.98114,0,23637.285,0,52519.164,10220.796,0,54885.277,51748.01,14089.587,31130.773,48440.863,15591.445,30347.637,7871.6064,126728.91,183405.45,0,767906.56,757892.9,0,950842.94,649280.75,583127.9,407314.5,0,0,0,15224.619,0,7994.4956
23197,379.3053767,8.422493,,,,1729,1550,[M+H]+,,3,23197;23182;23179,378.29813,72226.71,17782.402,23023.496,63449.766,19113.605,70410.51,27649.887,31233.975,63659.445,260103.12,55347.9,224848.64,441627.66,47461.707,130414.086,118885.875,827350.44,777801.3,71902.81,510409,294907.8,271182.97,254542.62,318978.62,149422.28,382840.1,391376.2,136630.19,256945.6,608957.75,245486.4,711693,246832.84,202015.17,148999.2,1075567.4,148009,1080200.2
22011,379.3054703,8.125839,,,,783,1493,[M+H]+,,1,21988,378.29824,1844.5342,259.5449,173.49936,1588.2188,220.59677,6725.612,2309.0488,660.0105,6420.8105,0,4321.5283,0,18486.967,2267.8145,0,0,8068.502,27586.91,1241.3256,20041.695,0,0,3540.983,5923.038,0,19690.137,7810.839,0,5178.0234,19791.172,6925.4883,32811.95,0,0,0,158727.38,0,178299.77
39153,379.3935292,12.318626,,,,945,,,,,,,0,0,742.4116,0,1574.9985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242.6431,623.7375,1561.5806,542142.06,599176.3,2134.1611,76231.92,169690.8,298875.9,169110.53,0,0,0,0,0,0
3829,380.1872628,1.9702667,,,,1635,,,,,,,0,0,0,0,0,0,0,0,0,25623.816,0,18745.627,429535.34,0,932.2068,4334.701,0,1293.8362,1777.6421,432008.2,0,0,20320.152,24592.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34734,380.3370252,11.199163,,,,1475,2093,[M+NH4]+,,2,34734;34651,362.3033,0,0,0,0,0,17244.773,638.1171,0,0,79951.09,0,832.5838,740.06506,552.04333,199538.33,0,0,9242.631,0,0,0,83314.92,762033.7,987.54785,104390.23,168596,231563,589140.75,36235.516,0,351214.53,0,84479.73,0,0,0,0,0
27100,380.3370344,9.389857,,,,1797,1795,[M+NH4]+,,3,27114;27112;27100,362.3032,21983.191,15950.159,11199.077,24513.078,11738.364,56601.69,25145.969,28313.37,49355.008,80959.54,47380.67,70479.52,260298.17,40949.91,47964.703,46598.684,173277.86,158272.3,69597.28,249809.77,103795.02,108698.02,169406.5,194254.05,25842.361,443970.8,486007.66,26667.795,650089.8,561469.2,559622.06,497455.88,74408.38,94395.17,136861.5,630998.5,134038.77,631804.94
35134,380.3371022,11.297308,,,,1475,2122,[M+NH4]+,,2,35079;35134,362.30327,241903.3,653.14307,555.806,0,3795.6226,14388.15,0,0,6700.9844,146251.6,691.6096,0,2777.2434,584.76227,522400.03,0,2473.416,0,0,0,0,75350.77,291924.88,0,97646.61,67255.21,530129.8,70879.1,46812.46,0,0,0,31428.928,0,0,0,0,0
35868,380.3371357,11.4283695,,,,1006,2135,[M+NH4]+,,3,35973;35868;35835,362.30326,771557.06,521.90497,9912.885,803825,18797.523,14474.183,7140.854,1479.9612,40818.203,395170.1,1455.6445,350842.88,3267.3037,4783.0107,44190.508,482669.22,9823.875,3902.5718,0,1689.6135,269440.9,315334.9,158125.5,180745.11,48733.15,30405.621,113271.1,60587.13,24485.367,0,69055.25,0,6538.996,69383.54,3021.8389,0,0,0
33755,380.3371609,11.013499,,,,1249,2072,[M+NH4]+,,3,33755;33751;33756,362.30338,0,516.05054,0,3800.8174,0,0,0,0,0,28507.502,0,1276.5955,865.6919,0,93701.08,979.9849,0,0,0,744.905,0,0,91583.26,0,786423.7,261291.4,0,173258.33,260176.8,0,0,0,3105.8037,0,0,0,0,0
20703,380.3498202,7.8129992,,,,,,,,,,,0,36652.2,0,0,0,0,11651.012,61441.066,1204.2681,0,1045.2145,0,0,3557.814,0,0,0,0,23676.607,0,0,0,0,0,7862.954,0,0,15283.072,0,0,0,0,0,0,0,0,0,0
5039,381.1157132,2.3321512,,,,2138,588,[M+Na]+,,2,5044;5039,358.1265,0,0,0,0,0,0,0,0,0,99136.195,0,94841.33,0,0,241844.27,237637.92,0,0,0,0,121058.76,121208.6,53585.145,55447.457,0,89431.26,79540.66,0,7540.057,50119.527,9772.504,52650.5,1849.3765,0,0,8644.856,0,6478.866
6812,381.1163892,3.0299232,,,,,,,,,,,0,0,0,189.84457,0,0,0,0,0,9559.636,0,7657.1963,0,0,67802.22,59115.53,943.8036,0,0,0,9746.182,10885.127,6607.228,9773.989,0,0,0,0,0,0,1669.3213,0,0,0,0,0,0,0
4394,381.1521855,2.1354375,,,,1048,,,,,,,0,0,0,0,0,0,0,0,0,16715.27,0,13858.502,17058.975,0,18229.234,16764.414,13770.895,15084.654,0,22956.514,20795.996,21744.658,185494.75,195705.78,67434.516,12351.424,15375.894,73160.95,29379.172,36286.26,28135.621,36778.508,998136.6,1064350.6,219021.25,58382.496,232847.88,52772.723
4882,381.1523854,2.2713718,,,,1048,,,,,,,0,0,0,0,0,0,0,0,0,3432.2893,0,7476.004,4590.5615,0,9937.38,3797.7307,753.2992,2609.0447,0,4683.3013,8071.0938,6027.1445,18347.156,17154.691,13295.205,1407.7572,1635.8198,24380.662,4726.338,7810.0186,5760.631,0,175183.9,182690.48,40921.43,10152.557,36533.758,11440.512
12077,381.1528032,4.6155868,,,,,,,,,,,0,2367.769,0,200.4265,0,0,307.23932,1011.77893,0,3058.1338,811.90845,11349.52,32331.658,1425.3207,13881.255,25281.787,5419.4233,6245.1445,58367.156,49346.773,19712.191,13198.306,11830.16,4452.4116,0,3008.282,4812.3003,0,7009.575,2602.6755,5821.708,4187.9155,0,0,0,1634.6439,0,0
19500,381.2037519,7.4725523,,,,,,,,,,,0,0,588.804,338.73804,402.81125,3379.9216,0,0,5440.0596,0,0,5836.342,7100.8276,0,0,0,0,1879.1245,0,4599.5215,0,5152.7344,35488.32,53789.527,0,195243.02,220658.33,0,247857.08,338559.88,260531.31,327721.06,0,0,0,129152.625,0,110774.805
12495,381.2123075,4.737865,,,,2007,963,[M+H]+,,2,12496;12484,380.20544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4139.819,2483.7842,0,0,7836.1396,0,0,0,0,30222.037,25035.652,38834.688,0,48422.5,0
11839,381.2123253,4.520156,,,,679,943,[M+H]+,,3,11826;11879;11839,380.20531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29182.309,30349.822,62036.285,0,0,63831.645,0,0,0,0,220160.64,217330.7,306463.53,0,280408.5,0
19331,381.2269002,7.403988,,,,1147,,,,,,,847.4767,0,0,0,0,0,0,0,0,0,0,0,6221.1377,0,0,0,2398.002,0,0,7506.795,0,0,19408.965,15145.533,53025.695,8131.0537,0,49913.875,6263.6807,10762.369,6254.825,5707.544,129282.1,128667.27,162689.98,0,177757.95,0
13905,381.2361092,5.2377586,,,,,,,,,,,14294.048,7775.139,13171.824,21261.178,10291.805,14860.655,11789.854,21773.75,14922.88,19698.56,7590.285,30646.832,29044.709,12281.336,29463.729,30435.604,30051.117,27842.268,49792.203,38380.36,44208.652,41885.19,74021.54,65228.914,12308.949,0,0,13307.44,19795.322,33010.105,22534.34,29223.936,4642.8203,6261.5938,0,5916.967,0,3946.4893
12578,381.2484452,4.7644377,,,,95,969,[M+H]+,,2,12584;12570,380.24127,2567.068,0,0,2783.915,0,2801.656,312.10638,0,2347.5352,15349.777,0,12236.125,25205.473,328.90195,0,0,29330.35,31012.146,1553.4097,28952.973,0,0,326486.03,408893.44,693354.6,36518.195,67010.25,736754.75,50991.152,69205.2,54718.863,57259.176,2071654.8,2084452.8,2789333,38804.26,2878560,39287.51
19025,381.2619906,7.2785773,,,,,,,,,,,294.32425,110018.81,353.88177,620.2428,0,480.01776,5209.6875,7759.455,519.7789,0,2042.5896,0,5780.6987,3412.803,0,0,7967.876,6690.0938,476839.34,8910.33,0,0,12239.272,9090.758,0,6730.4287,6470.4224,0,16442.703,6894.47,10863.479,5890.104,105944.72,118643.43,0,0,0,0
23743,381.2621285,8.55642,,,,,,,,,,,0,3616.7192,237.34634,0,0,0,857.5698,1170.3679,517.30554,0,0,0,9276.04,1275.5654,0,0,4029.767,8816.368,9766.087,10674.326,0,0,0,0,0,6086.592,4336.2876,0,6309.8037,17131.139,10337.729,11706.819,83675.52,113201.13,0,0,0,0
18578,381.2625014,7.0848722,,,,515,,,,,,,0,18023.686,0,295.73926,0,0,979.5314,1205.2435,326.0371,0,0,0,6949.007,0,0,0,6778.1035,6504.0557,154322.22,2075.6719,0,0,0,0,0,6266.223,5580.5156,0,13297.794,19281.256,5771.974,5794.8115,0,0,0,0,0,0
31672,381.2997756,10.598534,,,,,,,,,,,52785.78,964154.7,5101.633,38433.89,7194.1206,347290.4,1599088.5,1758883.6,383669.25,4135441.8,2423568.5,3950506.2,1697394,1762924.5,889912.3,946579.5,2045244.1,2099773.5,3041195.8,1622373.6,847875.75,682688.2,1688606.8,1769259.6,263254.94,335216.7,355958.78,331247.97,1251964.4,771315.2,1447496.8,1073376.6,2649726.8,2858146.8,1257303.8,2013322.2,1085464.4,2435922
29532,381.2999317,10.125975,,,,,,,,,,,2029.4656,26184.645,0,2525.6792,0,5068.039,43918.746,46523.125,4046.3281,377059.53,69295.22,384943.03,93740.39,59149.676,93873.98,77018.125,76999.375,89167.08,243179.11,70525.34,87704.57,80821.69,121162.3,102456.125,6742.4937,19890.98,22631.795,5424.2783,49640.234,35068.016,39694.74,27272.55,103900.68,87752.18,31527.977,310048.78,34734.83,293495.8
17917,381.3110248,6.863634,,,,,,,,,,,3199.3635,576.5183,3087.725,2959.2764,2764.261,118527.63,5728.083,5860.288,104442.57,15516.1045,12426.17,14012.582,43225.156,10962.475,32183.225,17821.178,63626.797,69509.06,4295.096,42219.14,111418.31,83967.24,39477.836,32372.703,12155.869,0,0,14287.616,0,7684.635,0,5416.1353,28270.229,40120.21,51742.14,61087.39,28560.66,50334.414
18349,381.3110504,7.0126805,,,,1005,1289,[M+H]+,,1,18362,380.30385,2782.7327,836.46454,3267.4353,3508.9314,3358.2615,146184.75,4567.919,4103.3774,155356.47,6391.629,7728.2827,0,36944.277,8037.538,29295.021,16785.781,60011.45,82902.9,5386.3413,40231.508,35390.188,27702.967,31239.855,32183.44,17423.42,0,0,17000.68,0,10997.209,0,6143.385,52861.047,48696.008,52196.438,72908.375,42906.605,69403.76
34616,381.3188476,11.163488,,,,259,,,,,,,0,0,0,0,0,0,0,668.16846,0,9306.628,0,25954.135,5418.59,0,33955.938,85148.18,7643.7334,32436.629,4758.51,6727.4688,16575.836,17305.494,36568.836,123242.96,0,137160.95,154703.44,0,165663.48,198689.7,157352.27,653056.5,0,0,0,0,0,0
35283,381.3189151,11.27391,,,,,,,,,,,0,0,0,0,0,0,734.88416,0,0,10890.019,0,13818.085,2294.9766,0,12346.341,13228.179,6777.1904,11067.959,8577.632,2444.3198,8791.035,4559.31,17484.36,42176.45,0,252374.78,798677.25,0,333117.34,215791.03,272511.75,239095.52,0,0,0,0,0,0
11665,382.2439919,4.4777274,,,,679,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47300.64,61358.574,106605.555,2394.4258,0,108628.92,3783.6038,2123.849,4473.9033,0,298876,307912.6,393719.53,0,419641.53,0
12573,382.2800275,4.7640457,,,,95,971,[M+NH4]+,,3,12573;12567;12580,364.24619,5077.2446,692.95483,735.7744,4761.0073,903.2017,5562.561,2245.9753,2103.615,5442.6626,58264.406,3458.0183,65485.598,55354.945,3265.7478,35109.746,34204.805,42560,43070.05,5385.687,54508.402,35227.36,33212.21,93444.445,109285.39,115108.53,230324.64,233763.03,117508.49,226724.27,333216.47,235395.73,324483.8,352698.2,337987.47,444366.22,73321.64,492897.8,71812.64
20101,382.2951308,7.678376,,,,,,,,,,,422.59955,1239.7043,645.24133,442.17114,707.126,11911.494,714.68274,1488.9894,12139.402,7262.1616,2209.9143,14820.929,40524.344,2440.811,10024.396,6906.825,47842.31,56480.516,11536.031,57012.19,16190.428,9208.894,26236.14,30905.822,25091.39,77114.75,64993.39,27375.654,20416.027,42967.9,24329.97,52510.242,75162.29,69262.59,66160.2,16171.163,64551.812,11089.278
20539,382.3161562,7.7668376,,,,2131,1400,[M+NH4]+,,3,20536;20539;20546,364.28233,3446.8594,23434.447,5423.2485,3406.0608,5244.181,10966.582,31728.285,43260.58,8607.119,89565.74,83503.61,101886.06,97867.3,112226.266,102970.81,142889.02,585811.7,486417.62,110240.66,145491.25,111131.67,101515.16,156472.52,162587.8,62722.1,181167.61,186641.11,71739.36,65556.92,325399.84,69953.72,293512.94,96582.81,108713.484,115570.63,350195.5,141072.05,318943.03
19629,382.3161992,7.5413823,,,,1945,1352,[M+NH4]+,,3,19634;19640;19629,364.28241,997.6111,507.83282,0,1122.7327,0,960.42896,2436.1758,2298.6704,0,13539.574,3596.529,5514.882,15052.976,3651.6348,0,5786.9873,116879.48,112060.28,5026.3037,19722.588,0,17082.055,13511.056,19739.424,11237.451,49591.902,57917.406,24447.094,11813.579,38228.18,7194.792,37599.97,55682.66,58018.883,83380.4,31954.54,69069.36,34875.207
21071,382.3162154,7.9142623,,,,297,1428,[M+NH4]+,,3,21073;21072;21071,364.2824,22539.309,14091.161,127418.5,25638.58,140465.81,40569.28,54690.32,59517.68,43478.168,369339.25,94549.875,333056.72,683809.1,77103,255047.6,303185.1,1372611.2,1521117.5,91413.32,687625.6,515106.12,546383.6,832310.94,858651.25,87241.875,2374867,2247238,95585.61,227952.6,6538297,260705.53,6575844.5,563573.56,590079.8,152594.58,497848.5,143526.66,474269.06
19446,382.4042784,7.458145,,,,,,,,,,,0,656.61975,0,0,0,0,0,0,0,0,0,0,3078.0024,0,0,0,4583.9243,2628.913,9774.756,5058.7314,0,0,12686.639,11601.382,3024.6467,0,0,3970.1687,0,0,0,0,6684.158,4615.9766,43348.59,144152.11,33162.406,145923.33
8275,382.7355194,3.5295172,,,,453,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1828.1338,0,0,0,0,0,0,1000.4103,0,0,35040.844,52462.395,148154.75,12543.414,6004.9673,130441.375,18205.787,15313.803,15514.988,6334.6885,168341.28,180430.33,312041.12,20708.645,382640.12,25976.857
291,382.9303657,0.7157632,,,,1832,23,[M+Na]+,,2,291;384,359.9412,2632.7544,0,0,7332.2197,0,0,0,334.64,0,3172.0957,0,4859.9756,1409.4338,150.89192,7104.9497,11647.416,0,0,0,7094.168,1289.6255,1207.2899,1434.6349,33136.117,0,0,0,0,0,0,0,0,0,0,0,951.7909,0,0
3599,383.061008,1.8938895,,,,93,519,[M+H]+,,3,3551;3599;3596,382.05374,0,39305.285,0,0,0,0,11842.252,12581.785,0,77127.85,69642.09,79627.8,57606.977,69189.34,31387.855,32246.863,173236.17,191409.33,163354.62,65162.527,56006.938,52256.797,77554.55,64771.586,0,0,0,0,0,0,0,0,93405.81,84331.6,0,75845.21,0,78724.34
2760,383.0740927,1.6592674,,,,382,,,,,,,0,0,0,0,0,0,0,0,0,250774.02,0,243291.58,1320.7788,0,216255.47,233883.23,0,0,0,0,96743.82,98035.52,69524.6,53132.492,0,2503.4143,3108.4407,0,719.6682,22336.781,2182.2192,23022.195,0,0,0,0,0,0
4709,383.1103941,2.2162256,,,,354,,,,,,,0,0,0,0,0,0,0,0,0,13477.239,0,11554.129,0,0,42782.684,38625.453,0,0,0,0,20512.652,25311.842,26638.227,26229.566,0,44614.65,41534.324,0,6263.446,56806.363,0,68870.59,0,0,0,0,0,0
2705,383.1325196,1.6580997,,,,,,,,,,,0,895.5592,0,0,0,0,0,0,0,39065.812,0,37479.465,0,0,41288.43,39527.895,0,0,11347.656,0,118103.08,116323.805,18581.5,14883.214,0,25594.123,23284.014,0,4166.4507,28470.02,6350.8984,27096.855,0,0,0,28921.572,0,26764.93
9189,383.1328097,3.7667775,,,,,,,,,,,0,0,0,146.50374,0,0,0,199.0116,0,33969.54,384.7473,69747.73,2963.2476,0,32402.318,54412.33,2560.105,4325.424,914.25085,3443.9382,84958.45,75715.84,9796.354,10206.05,0,2585.29,0,0,0,2963.9644,4230.4316,1795.016,0,0,0,0,0,0
8572,383.1329561,3.6172936,,,,453,,,,,,,0,376.3728,0,0,0,0,0,0,0,83621.984,665.64954,62000.87,2468.9148,457.5668,41146.17,50865.992,2070.6301,2398.4775,2902.4905,2382.9382,64058,104388.73,10666.664,8873.168,0,0,0,0,1174.4307,1424.0486,0,1742.9089,0,0,0,0,0,0
42979,383.1838141,13.167474,,,,1645,,,,,,,70035.55,0,0,0,872.7085,16520.648,0,0,0,86317.86,736.02795,0,3292.5527,910.99286,121874.54,0,3953.8027,0,0,1597.0764,0,0,99885.02,0,52070.93,106992.18,0,237080.38,33993.12,0,70451.44,0,18278.594,4624.623,0,0,0,0
43772,383.1838237,13.29827,,,,106,,,,,,,290212,0,0,269767.88,0,3787.1755,33065.457,747.2091,17739.432,0,4708.1924,76413.34,14854.619,2202.1045,19522.795,111505.08,13005.953,10483.798,0,14540.706,106479.41,117542.04,208888.86,56266.676,7494.0967,5064.436,131655.12,0,8057.05,0,27729.045,0,0,19416.047,0,0,0,0
25546,383.2039306,8.994199,,,,783,1701,[M+Na]+,,3,25546;25583;25552,360.21471,251522.33,59941.348,126735.59,241917.5,122232.9,331067.3,137030.38,172743.11,406700.34,659200.3,188564.23,512755.2,718340.5,136974.28,467462.1,545029.06,702764.4,683567.8,206344.61,789612.44,1317585.9,984966.3,946673.7,1028848.44,621713.1,710028.8,718616.1,546987.4,747920.44,699334.1,616764.5,718905.2,401110.62,501777.4,739433.4,4651062,717644,3714654
14730,383.2062441,5.6287866,,,,287,1067,[M-2H2O+H]+,,2,14730;14597,418.22015,835.0873,0,0,1351.4816,0,0,0,0,0,31105.578,645.1603,37390.754,51879.305,695.45544,23997.086,22552.906,21831.42,17055.713,0,51866.67,19028.305,37166.918,27634.598,28018.59,0,131258.58,162498.95,0,131841,89951.266,133495,90516.93,10173.412,9460.5625,0,0,3115.1074,0
23128,383.2214233,8.4074545,,,,783,,,,,,,0,0,0,439.8294,0,0,0,0,0,36652.203,0,52865.484,16577.662,0,28100.324,37682.984,4231.6094,11300.994,0,12654.174,18252.64,36137.84,46929.293,38372.594,0,229865.47,235450.97,0,260192.95,151629.92,252803.98,164908.2,0,0,0,13882.601,0,0
16227,383.2215559,6.2859974,,,,121,,,,,,,674.5074,0,0,519.90454,0,0,0,0,479.524,24108.95,0,19442.566,22430.12,0,15870.25,12700.443,11510.41,23938.684,0,22268.887,14627.671,33582.83,27147.61,34759.246,0,240881.89,266876.84,0,234122.42,209451.55,230177.47,200621.8,0,0,4651.1416,21954.68,4104.894,22419.045
17088,383.2215833,6.608839,,,,1618,,,,,,,2563.5488,0,0,1893.7864,0,1883.9451,0,0,1392.1506,51665.293,0,69353.91,97675.14,0,26887.059,32126.324,118064.805,125539.44,0,92610.7,89126.17,82466.19,135114.64,157733.98,2267.3953,1097003,1200567.6,0,1047461,891946.7,1167395.1,938507.6,7430.213,9305.6875,8458.176,98958.14,9243.422,105049.72
8256,383.2277343,3.5366921,,,,453,792,[M-H2O+2H]+2,,3,8271;8256;8296,782.45151,0,0,0,453.82025,0,0,0,0,0,1524.2719,0,0,4149.247,0,0,0,6512.717,4590.8584,0,2670.0342,0,0,9082.28,12495.577,28207.695,10180.299,4972.1323,28008.111,13081.117,5646.551,11907.648,10269.73,54795.53,27555.352,89119.93,6209.2236,122623.03,5236.0938
2748,383.2388707,1.6275008,,,,343,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30718.484,32811.883,32968.965,14899.018,16138.244,31421.72,18135.875,6174.7773,18700.918,5635.733,326083.62,307697,190143.77,15022.6045,203162.22,16530.078
19081,383.2421293,7.288573,,,,1785,1327,[M-H2O+H]+,,1,19022,400.24574,346.78918,5146.5615,1158.9436,1438.1498,807.9602,2749.9102,3942.9243,2422.181,600.22296,0,0,0,36363.41,760.13354,0,0,16981.379,14426.897,25105.34,15687.924,0,0,325108.56,480899.97,105416.82,2143034.2,2124332.2,116541.64,6087770,3658682,6155662,3694358.8,153763.28,93478.2,68988.98,0,145833.86,0
16219,383.2426187,6.297874,,,,,,,,,,,0,1097.8175,0,312.08206,0,0,646.8069,728.5883,688.36804,0,0,0,10175.611,0,3907.5425,4441.1074,7828.29,4929.7915,9482.407,14163.5205,4043.0894,0,18931.281,42417.67,0,124415.67,218353.16,0,113600.45,89633.336,109797.95,91796.65,184977.33,151870.92,4627.1284,17678.727,4028.832,6044.881
21001,383.2426286,7.8945,,,,1960,,,,,,,0,1675.0613,0,0,0,0,0,1697.2422,0,0,0,0,8200.986,0,0,0,1685.0671,2084.2317,12004.105,13782.673,0,0,34348.05,56393.676,0,456026.7,527950.3,2029.2999,633145.44,117476.71,754535.9,86069.89,3531.5815,3883.4937,0,0,0,0
8432,383.2585375,3.5823944,,,,453,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,569.11475,0,0,0,0,0,0,0,0,0,14436.914,14894.768,45484.12,0,0,54042.24,0,0,0,0,60863.69,51992.867,132349.6,52784.816,133886.47,59174.555
9297,383.2639867,3.8411045,,,,888,859,[M+H]+,,1,9317,382.25674,5216.857,219.92464,0,2236.2888,0,1500.8285,0,790.16156,2235.274,10909.632,3572.0747,12965.42,41076.453,6843.2656,5258.5254,8628.648,42273.75,41754.613,2591.0034,42620.55,13968.997,7873.8794,53370.414,72541.34,72925.305,212152.95,211521.8,67570.77,195879.92,285120.47,195802.95,285951.22,165012.86,169242.44,209551.58,72720.7,191668.34,66634.664
